METNo,Module,FLW,MAT,AHT,ATIL,PACP,NOPH,MC,Plot Yield,P&D,AYLD,Tons/ha,Set
MT4471,2,73,103,85.6,17.4,3,184,15.3,3600,,3545.58,4.82,10
MT4817,2,67,97,86.6,12.4,3,184,19.1,4100,,3856.86,5.24,10
MT4444,2,73,103,85.4,15.4,5,184,17.2,3000,,2888.37,3.92,10
MT4896,2,68,98,94.2,14,3,184,15.9,3600,,3520.47,4.78,10
MT4414,2,74,104,89.2,16.2,5,184,24.1,3500,,3088.95,4.2,10
MT4398,2,73,103,98,16.2,5,184,15.8,4300,,4210,5.72,10
MT4489,2,74,104,87,13.2,5,184,19.3,3100,,2908.95,3.95,10
MT4488,2,72,102,90.4,14.4,3,184,27.5,4000,,3372.09,4.58,10
MT4413,2,73,103,103.8,13.4,3,184,21.3,3820,,3495.74,4.75,10
MT4406,2,71,101,93.2,17,5,184,20.1,3100,,2880.12,3.91,10
MT4886,2,72,102,93.2,17,3,184,20.8,3800,,3499.53,4.75,10
MT4901,2,68,98,68,11.2,5,184,16.7,2040,,1975.95,2.68,10
MT4836,2,67,97,88.8,14.2,3,184,21,3500,,3215.12,4.37,10
MT4479,2,71,101,90.4,12.6,3,184,26.6,2900,,2475.12,3.36,10
MT4457,2,70,100,93.6,10.4,1,184,17.9,3500,,3341.28,4.54,10
MT4841,2,72,102,93.6,15.8,3,184,20.9,4100,,3771.05,5.12,10
MT4833,2,74,104,92.8,12.8,5,184,28.2,3500,,2922.09,3.97,10
MT4902,2,68,98,93,13.8,5,184,15.5,3080,,3026.28,4.11,10
MT4867,2,68,98,93.8,12,5,184,16.8,3600,,3482.79,4.73,10
MT4404,2,71,101,92.2,12.6,3,184,21.6,3600,,3281.86,4.46,10
MT4835,2,74,104,87.6,12,5,184,21.6,3500,,3190.7,4.34,10
MT4377,2,74,104,91.8,18.2,3,184,20.8,3300,,3039.07,4.13,10
MT4879,2,75,105,93.4,10.6,5,184,22.7,3100,,2786.4,3.79,10
MT4904,2,74,104,92.8,14.8,5,184,21.8,3600,,3273.49,4.45,10
MT4889,2,74,104,107.8,9.6,3,184,21,3900,,3582.56,4.87,10
MT4807,2,67,97,86.6,12.2,3,184,19.1,3700,,3480.58,4.73,10
